Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Min,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Bwd Packets/s,Min Packet Length,FIN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Active Mean,Active Std,Idle Std,Label_cleaned
51677,1,44,44,204,204,4799.040192,38.70193703,51677.0,51677,0,0,0.0,0,19.35096852,44,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
48246,1,44,44,92,92,2818.88654,41.45421382,48246.0,48246,0,0,0.0,0,20.72710691,44,0,0,0,0,0,1,-1,-1,40,0.0,0.0,0.0,0
48060,1,41,41,128,128,3516.437786,41.61464836,48060.0,48060,0,0,0.0,0,20.80732418,41,0,0,0,0,0,1,-1,-1,40,0.0,0.0,0.0,0
108469,1,42,42,153,153,1797.748666,18.43844785,108469.0,108469,0,0,0.0,0,9.219223926,42,0,0,0,0,0,1,-1,-1,40,0.0,0.0,0.0,0
59807,1,44,44,112,112,2608.390322,33.44090157,59807.0,59807,0,0,0.0,0,16.72045078,44,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
47846,1,44,44,131,131,3657.568031,41.80077749,47846.0,47846,0,0,0.0,0,20.90038875,44,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
34008655,2,86,43,156,59,8.850688156,0.117617118,11300000.0,50193,34000000,33900000,33900000.0,0,0.058808559,43,0,0,0,0,0,1,-1,-1,20,109222.0,0.0,0.0,0
99267,1,44,44,86,86,1309.599363,20.14768251,99267.0,99267,0,0,0.0,0,10.07384126,44,0,0,0,0,0,1,-1,-1,40,0.0,0.0,0.0,0
39665660,2,93,44,190,86,9.302757095,0.100842895,13200000.0,23794,39600000,39600000,39600000.0,0,0.050421448,44,0,0,0,0,0,1,-1,-1,40,96430.0,0.0,0.0,0
82643,1,43,43,135,135,2153.842431,24.20047675,82643.0,82643,0,0,0.0,0,12.10023837,43,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
48207,1,42,42,153,153,4045.055697,41.48775074,48207.0,48207,0,0,0.0,0,20.74387537,42,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
23536,1,52,52,113,113,7010.53705,84.97620666,23536.0,23536,0,0,0.0,0,42.48810333,52,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
75249,1,55,55,111,111,2206.009382,26.57842629,75249.0,75249,0,0,0.0,0,13.28921315,55,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
23540,1,55,55,71,71,5352.591334,84.9617672,23540.0,23540,0,0,0.0,0,42.4808836,55,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
60892,1,54,54,70,70,2036.392301,32.84503711,60892.0,60892,0,0,0.0,0,16.42251856,54,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
60642,1,54,54,110,110,2704.396293,32.9804426,60642.0,60642,0,0,0.0,0,16.4902213,54,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
70921565,3,133,41,122,75,6.260437146,0.084600502,14200000.0,23133,4525962,70800000,35400000.0,0,0.042300251,41,0,0,0,0,0,1,-1,-1,32,73741.0,0.0,0.0,0
148394,1,56,56,159,159,1448.845641,13.47763387,148394.0,148394,0,0,0.0,0,6.738816933,56,0,0,0,0,0,1,-1,-1,40,0.0,0.0,0.0,0
46639,1,51,51,114,114,3537.811703,42.88256609,46639.0,46639,0,0,0.0,0,21.44128305,51,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
50437,1,42,42,135,135,3509.328469,39.65342903,50437.0,50437,0,0,0.0,0,19.82671452,42,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
23365,1,62,62,132,132,8303.017334,85.59811684,23365.0,23365,0,0,0.0,0,42.79905842,62,0,0,0,0,0,1,-1,-1,40,0.0,0.0,0.0,0
77690849,2,93,42,176,111,4.891180942,0.051486115,25900000.0,71356,77600000,77600000,77600000.0,0,0.025743058,42,0,0,0,0,0,1,-1,-1,20,76432.0,0.0,0.0,0
47291,1,42,42,58,58,2114.567254,42.29134508,47291.0,47291,0,0,0.0,0,21.14567254,42,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
101441,1,43,43,109,109,1498.407942,19.71589397,101441.0,101441,0,0,0.0,0,9.857946984,43,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
50905,1,43,43,113,113,3064.531971,39.28887143,50905.0,50905,0,0,0.0,0,19.64443571,43,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
11897,1,64,64,117,117,15213.91948,168.1096075,11897.0,11897,0,0,0.0,0,84.05480373,64,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
253686,1,51,51,222,222,1076.133488,7.883761816,253686.0,253686,0,0,0.0,0,3.941880908,51,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
493,1,47,47,106,106,310344.8276,4056.795132,493.0,493,0,0,0.0,0,2028.397566,47,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
61130,1,94,94,178,178,4449.53378,32.71716015,61130.0,61130,0,0,0.0,0,16.35858008,94,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
68909951,2,92,43,106,65,3.816575055,0.058046769,23000000.0,47846,68900000,68700000,68700000.0,0,0.029023384,43,0,0,0,0,0,1,-1,-1,32,171802.0,0.0,0.0,0
88736,1,58,58,143,143,2265.146051,22.53876668,88736.0,88736,0,0,0.0,0,11.26938334,58,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
60813,1,39,39,71,71,1808.823771,32.88770493,60813.0,60813,0,0,0.0,0,16.44385247,39,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
23307,1,64,64,117,117,7765.907238,85.8111297,23307.0,23307,0,0,0.0,0,42.90556485,64,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
48440,1,43,43,59,59,2105.69777,41.28819158,48440.0,48440,0,0,0.0,0,20.64409579,43,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
48010,1,42,42,101,101,2978.546136,41.65798792,48010.0,48010,0,0,0.0,0,20.82899396,42,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
50248,1,60,60,76,76,2706.575386,39.80257921,50248.0,50248,0,0,0.0,0,19.9012896,60,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
50437,1,60,60,88,88,2934.353748,39.65342903,50437.0,50437,0,0,0.0,0,19.82671452,60,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
23686,1,79,79,207,207,12074.64325,84.43806468,23686.0,23686,0,0,0.0,0,42.21903234,79,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
100601,1,48,48,100,100,1471.158338,19.88051809,100601.0,100601,0,0,0.0,0,9.940259043,48,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
50575,1,48,48,88,88,2689.07563,39.54522986,50575.0,50575,0,0,0.0,0,19.77261493,48,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
59933,1,52,52,116,116,2803.130162,33.37059717,59933.0,59933,0,0,0.0,0,16.68529858,52,0,0,0,0,0,1,-1,-1,40,0.0,0.0,0.0,0
23970,1,52,52,113,113,6883.604506,83.43763037,23970.0,23970,0,0,0.0,0,41.71881519,52,0,0,0,0,0,1,-1,-1,40,0.0,0.0,0.0,0
83257,1,57,57,161,161,2618.398453,24.02200416,83257.0,83257,0,0,0.0,0,12.01100208,57,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
46308,1,71,71,120,120,4124.557312,43.1890818,46308.0,46308,0,0,0.0,0,21.5945409,71,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
559,1,47,47,134,134,323792.4866,3577.817531,559.0,559,0,0,0.0,0,1788.908766,47,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
528,1,60,60,76,76,257575.7576,3787.878788,528.0,528,0,0,0.0,0,1893.939394,60,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
4070556,5,135,6,46,6,45.93967016,1.719666797,678426.0,48,48,3886803,3886803.0,1,0.491333371,6,0,0,0,1,0,0,253,33,20,0.0,0.0,0.0,0
117825607,6,873,6,663,6,13.91887589,0.093358314,11800000.0,245,64800,118000000,29400000.0,1,0.042435597,6,0,0,0,1,0,0,253,33,20,102912.5,53899.2144,78196.1105,0
6053842,3,12,0,0,0,1.982212288,0.660737429,2017947.333,61,15221,0,0.0,0,0.165184357,0,0,0,1,0,0,0,8192,29200,20,0.0,0.0,0.0,0
6053454,3,12,0,0,0,1.982339339,0.66077978,2017818.0,94,15184,0,0.0,0,0.165194945,0,0,0,1,0,0,0,8192,29200,20,0.0,0.0,0.0,0
46408210,8,489,0,1460,0,56.08921352,0.366314495,2900513.125,3,15229,46400000,5799123.0,0,0.193931203,0,0,0,1,0,0,1,8192,30,20,114259.5,197427.5638,41095.62265,0
67509592,17,2314,0,1460,0,190.3729473,0.548070265,1875266.444,3,15358,67500000,3552330.947,0,0.296254197,0,0,0,1,0,0,1,8192,34,20,2312139.0,3278824.15,37546.61047,0
117,2,12,6,0,0,102564.1026,17094.01709,117.0,117,117,0,0.0,0,0.0,6,0,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,0
5625627,5,135,6,46,6,33.24073921,1.244305746,937604.5,48,48,5440387,5440387.0,1,0.355515927,6,0,0,0,1,0,0,254,32,20,142390.0,0.0,0.0,0
18087031,11,1549,0,1460,0,268.9219696,1.161052911,904351.55,1,34991,18100000,2005791.778,0,0.552882339,0,0,0,1,0,0,0,8192,31088,20,3225857.0,0.0,0.0,0
161,2,12,6,0,0,74534.16149,12422.36025,161.0,161,161,0,0.0,0,0.0,6,0,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
20130499,15,2321,0,2840,0,507.5383377,1.440600156,718946.3929,3,425,20100000,1544218.308,0,0.695462144,0,0,0,1,0,0,0,8192,264,20,10200000.0,0.0,0.0,0
186,2,12,6,0,0,64516.12903,10752.68817,186.0,186,186,0,0.0,0,0.0,6,0,0,0,1,0,0,258,-1,20,0.0,0.0,0.0,0
4070940,5,135,6,46,6,45.9353368,1.719504586,678490.0,3,3,3884923,3884923.0,1,0.491287025,6,0,0,0,1,0,0,253,32,20,0.0,0.0,0.0,0
4948715,5,135,6,46,46,36.57515133,1.212435956,989743.0,3,3,0,0.0,1,0.202072659,6,0,0,0,1,0,0,256,32,20,0.0,0.0,0.0,0
117909281,12,603,0,1460,0,41.65066531,0.203546318,5126490.478,3,561,118000000,10700000.0,0,0.101773159,0,0,0,1,0,0,1,8192,31,20,117330.5,74357.22779,55501.51836,0
109869486,5,167,0,1528,0,15.48200562,0.072813665,15700000.0,48,57,23863,11931.5,0,0.027305125,0,0,0,1,0,0,0,65535,946,20,0.0,0.0,0.0,0
117167285,21,1380,0,1460,0,42.81911969,0.324322613,3166683.378,4,4,112000000,7015899.5,0,0.145091695,0,0,0,1,0,0,0,8192,1004,20,198040.6364,580487.7388,46017.03193,0
117309076,38,4001,0,2920,0,447.9789782,0.66491019,1523494.494,8,198,117000000,3007330.026,0,0.340979585,0,0,0,1,0,0,1,8192,1165,20,645225.8182,2049552.942,31109.03496,0
115668434,20,1011,0,1495,0,53.73981289,0.32852524,3126173.892,4,4,111000000,6502498.353,0,0.155617219,0,0,0,1,0,0,0,8192,981,20,32813.25,33243.00773,1418551.239,0
117297975,22,824,0,1460,0,52.32826909,0.358062447,2860926.22,3,3,112000000,5920329.842,0,0.170505927,0,0,0,1,0,0,0,8192,980,20,215855.0909,637474.5042,22587.88052,0
6236045,9,379,0,2920,0,830.6546858,2.405370712,445431.7857,4,4,705357,141071.4,0,0.962148285,0,0,0,1,0,0,0,8192,946,20,793763.0,0.0,0.0,0
4722112,1611,17848,0,4380,0,730934.5903,750.9351748,1332.048519,0,0,4698327,2429.331437,0,409.7742705,0,0,0,1,0,0,1,8192,2454,20,0.0,0.0,0.0,0
66591027,19,1109,0,1460,0,127.3595015,0.570647454,1799757.486,0,48,66500000,3695525.944,0,0.285323727,0,0,0,1,0,0,1,8192,1013,20,1045150.5,944063.2133,37700000.0,0
66999539,70,2890,0,4380,0,2535.166697,2.447778036,411040.1166,0,46,66900000,719703.6559,0,1.402994728,0,0,0,1,0,0,1,8192,1125,20,8640180.0,0.0,0.0,0
2303909,11,561,0,2920,0,2569.545933,7.812808579,135524.0588,1,1,2176136,362689.3333,0,3.038314447,0,0,0,1,0,0,0,8192,980,20,0.0,0.0,0.0,0
2303889,11,561,0,1460,0,2569.568239,8.246925091,127993.8333,4,4,2176308,310901.1429,0,3.472389512,0,0,0,1,0,0,0,8192,980,20,0.0,0.0,0.0,0
2304023,11,561,0,4096,0,2569.418795,7.378398566,144001.4375,3,3,2173121,434624.2,0,2.60414067,0,0,0,1,0,0,0,8192,980,20,0.0,0.0,0.0,0
115121789,48,1534,0,4380,0,701.7611584,0.920764009,1096397.99,3,3,115000000,2019266.228,0,0.503814269,0,0,0,1,0,0,1,8192,1047,20,449078.6364,1410577.897,31181.59671,0
116519066,22,2761,0,2920,0,106.574833,0.351873744,2912976.65,16,23829,116000000,6471958.5,0,0.163063442,0,0,0,1,0,0,0,8192,1092,20,576554.9091,1833579.16,31132.97779,0
118879914,29,7274,0,2176,0,168.7585339,0.454239898,2243017.245,3,3,114000000,4751423.25,0,0.210296249,0,0,0,1,0,0,0,8192,1388,20,360565.9091,1117454.179,9936.14512,0
117750069,26,4167,0,1521,0,107.3799795,0.407643073,2505320.617,3,3,112000000,5342910.048,0,0.186836409,0,0,0,1,0,0,0,8192,1178,20,175218.8333,525159.1303,1295185.3,0
117647974,26,4176,0,2920,0,106.8441689,0.399496892,2557564.652,3,3,113000000,5625285.4,0,0.178498611,0,0,0,1,0,0,0,8192,1178,20,203493.25,622749.6648,1411560.986,0
115587117,19,1968,0,1443,0,30.98096131,0.311453395,3302489.057,4,4,111000000,6931072.188,0,0.147075214,0,0,0,1,0,0,0,8192,1027,20,73317.36364,164532.3854,22659.81972,0
117138689,22,3150,0,1510,0,54.08119259,0.341475565,3003556.128,3,3,112000000,6559544.941,0,0.153664004,0,0,0,1,0,0,0,8192,1100,20,122522.0,342378.8981,1271197.732,0
5939232,6,611,0,152,0,130.4882517,1.683719377,659914.6667,49,49,379723,126574.3333,0,0.673487751,0,0,0,1,0,0,0,8192,946,20,403707.0,0.0,0.0,0
119952278,15,939,0,2860,0,49.86149575,0.225089514,4613549.154,3,18,120000000,10900000.0,0,0.100039784,0,0,0,1,0,0,0,8192,360,20,1578613.5,2129581.472,493573.9683,0
65730249,12,1286,0,608,0,31.96397446,0.395556086,2629209.96,2,87736,65600000,5049431.385,0,0.212991738,0,0,0,1,0,0,1,8192,242,20,206996.8333,289404.3956,6196.265327,0
67518313,17,2728,0,568,0,76.76435873,0.503567084,2046009.485,34,87851,67400000,4214410.625,0,0.251783542,0,0,0,1,0,0,1,8192,267,20,506232.5,1024695.797,6126.042398,0
1321517,7,629,0,1460,0,3628.40584,10.59388566,101655.1538,2,41898,1205332,200888.6667,0,5.296942832,0,0,0,1,0,0,1,8192,245,20,0.0,0.0,0.0,0
6531677,8,369,0,1460,0,660.0142659,1.9903005,544306.4167,3,3,329765,82441.25,0,0.765500192,0,0,0,1,0,0,0,8192,237,20,537018.0,0.0,0.0,0
587955,2,12,6,0,0,20.40972523,3.401620872,587955.0,587955,587955,0,0.0,0,0.0,6,0,0,0,1,0,0,254,-1,20,0.0,0.0,0.0,0
5945232,8,371,0,1460,0,723.100461,2.186626191,495436.0,14,48,253496,63374.0,0,0.841010073,0,0,0,1,0,0,0,8192,123,20,450582.0,0.0,0.0,0
5899296,9,428,0,1360,2,860.6111645,2.881699782,368706.0,2,47,270819,38688.42857,0,1.356094015,0,0,0,1,0,0,0,8192,35148,20,487309.0,0.0,0.0,0
117996713,14,1011,0,2788,0,50.58615489,0.220345121,4719868.52,3,22,118000000,10700000.0,0,0.101697748,0,0,0,1,0,0,0,8192,127,20,421960.5,336511.4101,168466.7764,0
434298,9,549,0,1420,0,8551.73176,39.14362949,27143.625,3,3,318559,45508.42857,0,18.42053152,0,0,0,1,0,0,0,8192,123,20,0.0,0.0,0.0,0
118643745,21,1580,0,1460,0,47.14955685,0.337143774,3042147.308,2,3,114000000,6349070.333,0,0.160143293,0,0,0,1,0,0,0,8192,5120,20,387317.0,974721.4696,4758.700596,0
119658268,22,1586,0,1460,0,46.79994198,0.342642432,2991456.7,3,3,115000000,6378533.444,0,0.158785517,0,0,0,1,0,0,0,8192,5120,20,434247.5455,1130509.226,5886.165562,0
119885930,24,3135,0,1706,0,86.99936681,0.358674283,2854426.905,31,48,114000000,6346898.944,0,0.158483986,0,0,0,1,0,0,0,8192,70,20,343035.4167,1136012.947,1266536.162,0
5702196,9,378,0,1815,0,941.9178155,2.455194455,438630.4615,4,4,959497,239874.25,0,0.876855162,0,0,0,1,0,0,0,8192,60,20,0.0,0.0,0.0,0
6099122,10,383,0,1460,0,1205.911277,2.787286432,381195.125,3,3,807881,134646.8333,0,1.147706178,0,0,0,1,0,0,0,8192,60,20,893041.0,0.0,0.0,0
117449279,124,8726,6,2920,0,2187.403807,2.571322724,390196.9402,0,1,117000000,663463.209,1,1.515547831,0,0,0,0,1,0,1,739,348,20,2047063.583,3006078.02,1911692.09,0
1843066,12,570,0,2920,0,4155.032972,10.30890918,102392.5556,3,3,1558129,259688.1667,0,3.79801917,0,0,0,1,0,0,0,8192,62,20,0.0,0.0,0.0,0
4403356,10,558,0,2920,0,1736.402871,3.860691709,275209.75,3,3,4382118,730353.0,0,1.589696586,0,0,0,1,0,0,0,8192,62,20,0.0,0.0,0.0,0
923198,9,803,0,154,0,1114.603801,14.08148631,76933.16667,4,4,810202,270067.3333,0,4.332765019,0,0,0,1,0,0,0,8192,62,20,0.0,0.0,0.0,0
115252521,18,1670,0,2788,0,74.15889844,0.303680993,3389780.029,0,48644,105000000,6577248.563,0,0.147502197,0,0,0,0,1,0,0,93,99,20,529726.0,1297579.175,26596.37751,0
65421743,24,1802,0,2788,0,379.7972793,0.748986465,1362952.979,4,74,65400000,2723423.125,0,0.382135951,0,0,0,1,0,0,1,8192,72,20,7356770.0,0.0,0.0,0
2000157,8,348,0,2920,0,3684.71075,6.999450543,153858.2308,128,15216,614604,122920.8,0,2.999764518,0,0,0,1,0,0,0,8192,60,20,0.0,0.0,0.0,0
3186365,12,570,0,1460,0,2403.365591,6.276744817,167703.4211,3,3,2981142,425877.4286,0,2.510697927,0,0,0,1,0,0,0,8192,62,20,0.0,0.0,0.0,0
119377591,15,1218,0,2920,0,58.23538523,0.226173101,4591445.808,40,47,119000000,10800000.0,0,0.100521378,0,0,0,1,0,0,0,8192,64,20,1102478.0,1442017.001,31786.57113,0
20660847,11,1541,0,1496,2,266.0587923,0.968014525,1087413.0,1,94561,20600000,2570794.25,0,0.435606536,0,0,0,1,0,0,0,8192,33466,20,5763707.0,0.0,0.0,0
158,2,12,6,0,0,75949.36709,12658.22785,158.0,158,158,0,0.0,0,0.0,6,0,0,0,1,0,0,63254,-1,20,0.0,0.0,0.0,0
101523,4,89,6,0,0,876.6486412,39.39993893,33841.0,4,4,0,0.0,0,0.0,6,0,0,0,1,0,0,258,-1,20,0.0,0.0,0.0,0
5625902,5,135,6,46,6,33.23911437,1.244244923,937650.3333,3,3,5449914,5449914.0,1,0.355498549,6,0,0,0,1,0,0,253,351,20,142477.0,0.0,0.0,0
117674139,12,618,0,1430,0,39.97479854,0.203953054,5116266.913,1,380,118000000,10700000.0,0,0.101976527,0,0,0,1,0,0,1,8192,351,20,170676.5,108844.2397,113641.9592,0
307845,11,558,0,1430,0,15468.8236,64.96775975,16202.36842,3,3,194587,24323.375,0,29.23549189,0,0,0,1,0,0,0,8192,351,20,0.0,0.0,0.0,0
343723,13,1040,0,1430,0,16760.5892,75.642305,13748.92,1,48,230357,19196.41667,0,37.8211525,0,0,0,1,0,0,1,8192,360,20,0.0,0.0,0.0,0
117364502,15,1107,0,1430,0,50.49226895,0.26413438,3912150.067,1,62,117000000,7818065.6,0,0.136327422,0,0,0,1,0,0,1,8192,360,20,181146.0,123429.7313,347234.6844,0
119529286,11,912,6,96,6,11.87156761,0.192421462,5433149.364,1,18920,119000000,10900000.0,1,0.100393806,6,0,0,0,1,0,1,258,377,20,1072099.0,1387733.828,236627.6275,0
114168519,44,29739,6,509,6,351.0862745,0.910934125,1108432.223,1,3,114000000,1933541.271,1,0.525538918,6,0,0,0,1,0,1,256,32,20,94499.31579,6334.858273,14039.74922,0
13742485,11,1491,0,2920,0,641.8780883,1.528107908,687124.25,3,209,13700000,1524299.667,0,0.727670432,0,0,0,1,0,0,0,8192,255,20,3843163.0,0.0,0.0,0
144,2,12,6,0,0,83333.33333,13888.88889,144.0,144,144,0,0.0,0,0.0,6,0,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,0
34553867,12,2347,0,1460,0,195.6365694,0.665627381,1570630.318,1,35966,34500000,3451796.3,0,0.31834353,0,0,0,1,0,0,0,8192,67,20,1561276.333,2642519.482,134706.6599,0
117,2,12,6,0,0,102564.1026,17094.01709,117.0,117,117,0,0.0,0,0.0,6,0,0,0,1,0,0,252,-1,20,0.0,0.0,0.0,0
47374,3,442,0,860,0,27736.73323,147.7603749,7895.666667,3,138,24064,8021.333333,0,84.43449994,0,0,0,1,0,0,1,8192,31,20,0.0,0.0,0.0,0
32594,2,12,6,0,0,368.1659201,61.36098668,32594.0,32594,32594,0,0.0,0,0.0,6,0,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
619704,3,442,0,859,0,2118.753469,11.29571537,103284.0,3,23424,596297,198765.6667,0,6.454694499,0,0,0,1,0,0,1,8192,31,20,0.0,0.0,0.0,0
865239,2,12,6,0,0,13.86900036,2.31150006,865239.0,865239,865239,0,0.0,0,0.0,6,0,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
3373903,3,6,0,6,0,3.556711619,1.778355809,674780.6,85,24389,3349648,1674824.0,0,0.889177905,0,0,0,1,0,0,1,8192,29,20,0.0,0.0,0.0,0
306836,3,442,0,859,0,4279.158899,22.81348994,51139.33333,1,23349,283546,94515.33333,0,13.03627997,0,0,0,1,0,0,1,8192,31,20,0.0,0.0,0.0,0
263099,3,442,0,860,0,4994.317728,26.60595441,43849.83333,1,23287,239891,79963.66667,0,15.20340252,0,0,0,1,0,0,1,8192,31,20,0.0,0.0,0.0,0
454056,2,12,6,0,0,26.42845816,4.404743027,454056.0,454056,454056,0,0.0,0,0.0,6,0,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
468718,2,12,6,0,0,25.60174775,4.266957958,468718.0,468718,468718,0,0.0,0,0.0,6,0,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
327374,2,12,6,0,0,36.65532388,6.109220647,327374.0,327374,327374,0,0.0,0,0.0,6,0,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,0
752039,3,442,0,859,0,1745.920092,9.308027908,125339.8333,1,23369,728802,242934.0,0,5.31887309,0,0,0,1,0,0,1,8192,31,20,0.0,0.0,0.0,0
1415449,2,12,6,0,0,8.477875218,1.412979203,1415449.0,1415449,1415449,0,0.0,0,0.0,6,0,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
282078,3,442,0,860,0,4658.286006,24.81583108,47013.0,1,23310,258840,86280.0,0,14.1804749,0,0,0,1,0,0,1,8192,31,20,0.0,0.0,0.0,0
112543,2,12,6,0,0,106.6259119,17.77098531,112543.0,112543,112543,0,0.0,0,0.0,6,0,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
358901,3,442,0,860,0,3661.176759,19.50398578,59816.83333,4,23244,335725,111908.3333,0,11.14513473,0,0,0,1,0,0,1,8192,31,20,0.0,0.0,0.0,0
126941,2,12,6,0,0,94.53210547,15.75535091,126941.0,126941,126941,0,0.0,0,0.0,6,0,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
240540,3,441,0,859,0,5454.39428,29.10118899,40090.0,3,23140,217421,72473.66667,0,16.62925085,0,0,0,1,0,0,1,8192,31,20,0.0,0.0,0.0,0
327216,2,12,6,0,0,36.67302332,6.112170554,327216.0,327216,327216,0,0.0,0,0.0,6,0,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
2214462,11,4013,0,1460,2,4804.778768,10.83784684,96280.95652,1,193,2117427,176452.25,0,5.870500374,0,0,0,1,0,0,1,8192,37960,20,0.0,0.0,0.0,0
206408,2,12,6,0,0,58.1372815,9.689546917,206408.0,206408,206408,0,0.0,0,0.0,6,0,0,0,1,0,0,63473,-1,20,0.0,0.0,0.0,0
1578813,6,1223,0,206,2,1033.687967,8.23403405,131567.75,3,463,1482533,247088.8333,0,4.433710642,0,0,0,1,0,0,1,8192,31507,20,0.0,0.0,0.0,0
123,2,12,6,0,0,97560.97561,16260.1626,123.0,123,123,0,0.0,0,0.0,6,0,0,0,1,0,0,63851,-1,20,0.0,0.0,0.0,0
116872014,20,978,0,2920,0,55.00889203,0.325141997,3158703.081,60,841,117000000,6871205.294,0,0.15401463,0,0,0,1,0,0,0,8192,981,20,142624.5,258382.4078,1425988.872,0
2999951,7,1029,0,1460,0,2032.366529,5.000081668,214282.2143,1,46609,2953392,421913.1429,0,2.666710223,0,0,0,1,0,0,1,8192,40,20,0.0,0.0,0.0,0
1154468,2,12,6,0,0,10.39439811,1.732399685,1154468.0,1154468,1154468,0,0.0,0,0.0,6,0,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
991465,6,1265,0,424,0,1891.140887,13.11191015,82622.08333,1,51149,940405,156734.1667,0,7.060259313,0,0,0,1,0,0,1,8192,40,20,0.0,0.0,0.0,0
506755,2,12,6,0,0,23.68008209,3.946680348,506755.0,506755,506755,0,0.0,0,0.0,6,0,0,0,1,0,0,254,-1,20,0.0,0.0,0.0,0
715532,6,1330,0,414,0,2697.293762,18.16829995,59627.66667,1,18800,664256,110709.3333,0,9.782930742,0,0,0,1,0,0,1,8192,41,20,0.0,0.0,0.0,0
1082446,3,18,6,0,0,16.62900505,2.771500842,541223.0,17,17,0,0.0,0,0.0,6,0,0,0,1,0,0,254,-1,20,0.0,0.0,0.0,0
118069042,21,828,0,1460,0,48.35306447,0.330315207,3107080.053,3,3,113000000,6618901.412,0,0.152453172,0,0,0,1,0,0,0,8192,980,20,211714.1667,656044.9451,1292343.482,0
68173668,23,1314,0,1460,0,92.61640433,0.586736803,1748042.769,30,153,68100000,4255678.813,0,0.249363141,0,0,0,1,0,0,0,8192,16384,20,9780597.0,0.0,0.0,0
302882,3,12,0,0,0,39.61938973,13.20646324,100960.6667,49,32788,0,0.0,0,3.301615811,0,0,0,1,0,0,0,8192,65535,20,0.0,0.0,0.0,0
32292318,10,1177,0,1460,0,173.4468241,0.681276581,1537729.429,42,114834,32200000,2925229.636,0,0.371605408,0,0,0,1,0,0,1,8192,5521,20,1245533.0,1597498.468,60206.60688,0
248,3,65,6,0,0,262096.7742,12096.77419,124.0,50,50,0,0.0,0,0.0,6,0,0,0,1,0,0,63504,-1,20,0.0,0.0,0.0,0
6504592,9,387,0,1460,0,598.1927844,2.613538251,406537.0,3,3,613008,87572.57143,0,1.229900353,0,0,0,1,0,0,0,8192,4706,20,813204.0,0.0,0.0,0
